Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-06-22,June,22,2022,Wednesday,https://www.crossfitinvictus.com/wod/June-22-2022-performance/,".
One to two sets of:
“Weight Plate Squat Warm-up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3 per side
Front Foot Elevated Split Split Squats x 6 per side
Plate Elevated Cossack Squats x 6 per side
Tempo Plate Squats x 3 reps @ 32X1 tempo
Followed by…
Two sets of:
Kettlebell Suitcase Carry x 20 meters per side
Reverse Lunge with Kettlebell in Goblet Hold x 10
Then…","“The Eagle”
Eight rounds for max load of:
8 Kettlebell Front Squats
20-Meter Kettlebell Farmer’s Carry
This is a test from the legendary Dan John, and is something that we will come back to. Your goal is to pick the heaviest kettlebells you think you can handle without putting down for the duration of the 8 rounds. You will perform 8 front squats, then immediately drop the kettlebells to your sides and walk 20 meters. You’ll repeat this 8 times – 64 total squats and 160-meters of farmer’s carry.","Three sets of:
Bulgarian Split Squats x 8 reps each leg @ 3111
Rest 45 seconds between each leg, then 45 seconds before moving to the dumbbell rows
Single-Arm Dumbbell Row x 8 reps each arm @ 2111
Rest 45 seconds between each arm, then 45 seconds before returning to the Bulgarian Split Squats"
2022-06-23,June,23,2022,Thursday,https://www.crossfitinvictus.com/wod/June-23-2022-performance/,".
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Followed by…
Two sets of:
Burpee Broad Jump x 3 reps
Box Step-up x 12 reps, alternating
Followed by…
If working on snatches today, perform two sets of:
“Three-Position Snatch Warm-up”
High Hang Power Snatch x 3 + 3 Overhead Squats
Low Hang Power Snatch x 2 + 2 Overhead Squats
Slow Pull Snatch x 1
Followed by…
If working on the Fitness track today perform two sets of:
Kettlebell Side-Bend
x 15 reps, right side
Kettlebell Suitcase Deadlift x 5 reps, right side
Kettlebell Side-Bend x 15 reps, left side
Kettlebell Suitcase Deadlift x 15 reps, left side
Then…","Every 8 minutes, for 32 minutes (4 sets) for times of:
400 Meter Run
16 Burpee Box Jump-Overs (24″/20″)
8 Power Snatches
400 Meter Run
Choose a load on the power snatches that can be completed in the first set in 35-45 seconds. If the power snatches start taking more than 75 seconds, reduce load. If your first or second set takes more than 6:15, customize your run or reps to stay right around 6 minutes per set. Post your times for each of the four sets, then add up all the times to post your total working time.",
2022-06-24,June,24,2022,Friday,https://www.crossfitinvictus.com/wod/June-24-2022-performance/,".
One set of:
“General Rowing Warm-up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
Two sets of the following pistol mobility work:
Slackline Holds
x 3 reps, 5-10 seconds each per side
Boxed Ankle Stretch or Rock
x 30 seconds per side
Followed by…
Two sets of:
Kip Swings or Ring Swings x 10 reps
Slider Seal Walk x 25 feet forwards, 25 feet backward
Kettlebell Sumo Deadlift x 10 reps
Then…","Against a 30-minute running clock…
1500 Meter Row
immediately followed by as many round and reps as possible of…
5 Muscle-Ups
10 Strict Handstand Push-Ups
15 Kettlebell Swings (24/16 kg)
20 Alternating Pistols",
2022-06-25,June,25,2022,Saturday,https://www.crossfitinvictus.com/wod/June-25-2022-performance/,".
One set of:
Run x 800 meters
Row x 500 meters
Perform these efforts at a light and sustainable pace, nasal breathing encouraged
Followed by…
Two sets of:
Wall Walk x 2 reps
Kneeling Banded Lat Pull-Down
x 20 reps
Followed by…
Two sets of:
Kip Swing x 6 reps
Dumbbell Goblet Squat x 6 reps
Then…","In teams of two, complete the following for time:
2000 Meter Relay Row
1600 Meter Relay Run
120 Single-Arm Dumbbell Thrusters (50/35 lbs)
80 Toes to Bar
40 Strict Pull-Ups
20 Wall Walks
Throughout this workout, only one partner will be working at a time. For the row, switch every 500 Meters, and for the run, switch every 400 Meters. Partition the rest of the repetitions however you deem best.",
2022-06-27,June,27,2022,Monday,https://www.crossfitinvictus.com/wod/June-27-2022-performance/,,,
2022-06-28,June,28,2022,Tuesday,https://www.crossfitinvictus.com/wod/June-28-2022-performance/,".
One set of:
Run or Row x 800m, nasal breathing only
Followed by…
Two sets of:
Glute Bridge Walkout
x 4 @ 4141 tempo
Seated Banded Row
x 15-20 reps
Then…","Four sets of:
Barbell Hip Thrusts
x 6 reps @ 20X1
(go heavy on these – a good starting weight might be around 80% of your 1-RM Deadlift)
Rest 90 seconds
Supinated-Grip Bent-Over Barbell Row x 6 reps @ 2111
Rest 90 seconds","For time:
21 Deadlifts (205/145 lbs)
400 Meter Run
15 Deadlifts
400 Meter Run
9 Deadlifts
400 Meter Run"
2022-06-29,June,29,2022,Wednesday,https://www.crossfitinvictus.com/wod/June-29-2022-performance/,".
Two sets of:
Supinated Grip, Passive Hang on Pull-up Bar x 30 seconds
Scapular Push-up from Hands or Elbows
x 10
Plank x 30 seconds
Followed by…
Two sets of:
Dive-Bomber Push-Up
x 10 reps
Cossack Squat x 10 reps
Followed by…
Two sets of:
Kip Swing x 10 reps
Squat with Wallball Hold x 10
Then…","Every 5 minutes, for 30 minutes (6 sets) for times:
10 Strict Pull-Ups
15 Toes to Bar
20 Push-Ups
25 Wall Ball Shots (20/14 lbs to 10′)
Please note times for each set. You will keep these times for future comparisons, with your goal to be improved consistency across the six sets, and lower total times – the sum of your six sets times.
Compare your results to March 21, 2022.",
2022-06-30,June,30,2022,Thursday,https://www.crossfitinvictus.com/wod/June-30-2022-performance/,".
Two sets of:
Row x 250 meters
Cross-Bench Pull-Over
x 5 reps @ 3221 tempo
Frog Rocks
x 60 seconds
Followed by…
Two sets of:
PVC Overhead Squat x 10 reps @ 21X1 tempo
Banded Lat Pull-Down
x 20-30 reps
Followed by…
Two sets of:
“Three-Position Snatch Warm-up”
High Hang Power Snatch x 3 + 3 Overhead Squats
Low Hang Power Snatch x 2 + 2 Overhead Squats
Slow Pull Snatch x 1
Then…","Every 2 minutes, for 12 minutes (6 sets):
Snatch x 1 rep @ 90-96%
Please take 10-15 minutes to build to at least 85% before starting your six sets at 90% or more.","For time:
500 Meter Row
25 Overhead Squats (95/65 lbs)
25 Chest-to-Bar Pull-Ups
25 Overhead Squats (95/65 lbs)
500 Meter Row"
2022-07-01,July,1,2022,Friday,https://www.crossfitinvictus.com/wod/July-1-2022-performance/,".
One set of:
“General Running Warm-Up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Followed by…
Three sets of:
Plank Shoulder Tap
x 16 reps
Reverse Lunge x 16 reps (8 per side)
Side Plank Hip-Dip
x 10 reps per side
Then…","“Get Fit, Save Kids”
For time:
400 Meter Run
60 Box Step-Ups (24″/20″)
60 Push-Ups
400 Meter Run
60 Push-Ups
60 Box Step-Ups (24″/20″)
400 Meter Run",
2022-07-02,July,2,2022,Saturday,https://www.crossfitinvictus.com/wod/July-2-2022-performance/,".
One set of:
“Assault Bike Gears Warm-up”
Assault Bike x 60 seconds nasal breathing only @70-75% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds, inhale in and out through mouth @ 90-95% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds nasal breathing only @70-75% effort
*The intention of this warm-up is to get moving, while learning to use your breathing to ramp-up and ramp-down your intensity
Followed by…
Two sets of:
Dumbbell Suitcase Carry x 50 feet per side
Bodyweight Walking Lunges x 20 reps
Followed by…
Two sets of:
Burpee x 3 reps
Single-Arm Dumbbell Clean and Jerk x 3 reps per side
Then…","In teams of 5, with only one teammate allowed per station, complete as many rounds and reps as possible in 30 minutes of:
Station 1 – 20/15 Calories of Assault Bike
Station 2 – 15 Devil’s Presses (50/35 lb DBs)
Station 3 – 300/250 Meter Row
Station 4 – 30 Walking Lunges with Kettlebell Goblet Hold (24/16 kg)
Station 5 – Rest",
2022-07-04,July,4,2022,Monday,https://www.crossfitinvictus.com/wod/July-4-2022-performance/,".
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Followed by…
Two sets of:
Side Plank Hip Bounce
x 15 per side
Long Lunge Hold
x 30 seconds per side
Then…","For time:
Run 5k -or- Row 5k
Our preference is that you run outside. If you’re running outside, note the course as this will be something we come back to each quarter as a good test of your aerobic capacity.",
2022-07-05,July,5,2022,Tuesday,https://www.crossfitinvictus.com/wod/July-5-2022-performance/,".
Two sets of:
Prone Pass Through
x 10 reps
Horse Stance Hold
x 60 seconds
Followed by…
Perform two sets of:
“3-Position Snatch Warm-up”
High Hang Power Snatch x 3 + 3 Overhead Squats
Low Hang Power Snatch x 2 + 2 Overhead Squats
Slow Pull Snatch x 1
Then…","Every 2 minutes, for 24 minutes (10 sets):
Snatch x 1 rep
*Sets 1-2 = 2 reps @ 70-75%
*Sets 3-4 = 1 rep @ 80-85%
*Sets 5-6 = 1 rep @ 86-90%
*Sets 7-8 = 1 rep @ 91-95%
*Sets 9-10 = 1 rep @ 95-99%
*Sets 11-12 = 1 rep @ 101% or more
Compare your results to February 21, 2022.","Five rounds for time of:
Run 400 Meters
15 Overhead Squats (95/65 lbs)
Compare your results to October 18, 2021."
2022-07-06,July,6,2022,Wednesday,https://www.crossfitinvictus.com/wod/July-6-2022-performance/,".
One set of:
Row x 2:00
“Prone PVC Complex” x 1
Front Body Line x 20 seconds
Prone Pass Through x 5
Behind the Neck Press x 5 @ 2020 tempo
Followed by…
Row x 1:30
Prone Plank x 45 seconds
Row x 1:00
Slider Seal Walk
x 25 feet forwards, 25 feet backward
Then…","Every 2 minutes, for 10 minutes (5 sets) of:
Strict Press
Set 1 – 5 reps @ 70%
Set 2 – 4 reps @ 75%
Set 3 – 3 reps @ 80%
Set 4 – 2 reps @ 85%
Set 5 – 1 rep @ 90%
Immediately followed by…
Every 2 minutes, for 4 minutes (2 sets) of:
Strict Press x 8 reps @ 75%","Three rounds for time of:
500 Meter Row
15 Toes to Bar
15 Strict Handstand Push-Ups"
2022-07-07,July,7,2022,Thursday,https://www.crossfitinvictus.com/wod/July-7-2022-performance/,".
Two sets of:
Kettlebell Suitcase Deadlift x 5, right side
Kettlebell Suitcase Carry x 50 feet, right side
Kettlebell Suitcase Deadlift x 5, left side
Kettlebell Suitcase Carry x 50 feet, left side
Kettlebell Sumo Deadlift x 12-20 reps
Followed by…
Two sets of:
“Depth Drop Series”
Depth Drop x1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Then…","Four sets of:
Prone Lying Banded Hamstring Curls x 20 reps @ 10X0
immediately followed by…
Romanian Deadlift x 6 reps @ 4011
immediately followed by…
Box Jump x 6 reps
(jump as high and land as soft as possible; then step down)
Rest 2 minutes","For time:
1200 Meter Run
60 Pull-Ups
30 Dumbbell Box Step-Overs (20″ box; 50/35 lb DBs)"
2022-07-08,July,8,2022,Friday,https://www.crossfitinvictus.com/wod/July-8-2022-performance/,".
One set of:
Assault Bike x 5 mins, nasal breathing only
Followed by…
One set of:
“Weight Plate Squat Warm-up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3 reps
Front Foot Elevated Split Split Squats x 6 reps per side
Plate Elevated Cossack Squats x 6 reps per side
Tempo Plate Squats x 3 reps @ 32X1 tempo
Then…","Every 3 minutes, for 15 minutes (5 sets):
Back Squat
*Sets 1-3: 8 reps @ 65-70%
*Sets 4-5: 4 reps @ 75-80%","“Charley Horse”
For time:
50/35 Calories of Assault Bike (or 75/50 Calories of Rowing on Concept 2)
25 Front Squats (175/115 lbs)
25 Burpee Box Jump-Overs (24″/20″)
Barbell should start from the ground.
Compare results to March 23, 2022"
2022-07-09,July,9,2022,Saturday,https://www.crossfitinvictus.com/wod/July-9-2022-performance/,".
One set of:
Row or Jog x 800 meters at an easy pace
Followed by…
Two sets of:
Dip Support Hold x 30 seconds (the starting or top position of a dip)
Wall Sit x 30 seconds
Passive Supinated Hang on Pull-up Bar x 30 seconds
Two sets of:
Batwing Extensions
x 5 reps @ 2121 tempo
Scapular Push-ups from Elbows or Hands
x 8 reps @ 1111 tempo
Then…","“Beach Muscles”
In teams of two, with only one partner working at a time, complete the following for time:
1600 Meter Relay Run (alternating 400 meters)
immediately followed by…
20 rounds (partners alternating full rounds) of…
4 Strict Supinated-Grip Pull-Ups
8 Ring Dips or Stationary Dips
12 Push-Ups
16 Air Squats
immediately followed by…
1600 Meter Relay Run (alternating 400 meters)",
2022-07-11,July,11,2022,Monday,https://www.crossfitinvictus.com/wod/July-11-2022-performance/,".
One set of:
“General Rowing Warm-Up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
One to two sets of:
“Barbell Squat Warm-up”
Low-Loaded Horse Stance x 30 seconds
Low-Loaded Horse Stance Squats x 6 reps
Low-Loaded Cossack Squats x 6 reps per side
Side-Bends x 12 per side
Good Morning x 6 reps
Kang Squat x 6 reps
Back Squat x 6 reps
Then…","Every 3 minutes, for 15 minutes (5 sets):
Back Squat
*Sets 1-3: 4 reps @ 80%
*Sets 4-5: 8 reps @ 70%","Two sets for max reps, each against a 4-minute running clock, of:
500 Meter Row
15 Thrusters (95/65 lbs)
Max Reps of Bar-Facing Burpees
Rest 4 minutes between sets"
2022-07-12,July,12,2022,Tuesday,https://www.crossfitinvictus.com/wod/July-12-2022-performance/,".
Two sets of:
Wall Sit x 30 seconds
Seated Pike Double Leg Lift x 15 reps
Supinated Grip Hanging Tuck Hold
x 15 seconds
Followed by…
Two sets of:
Kettlebell Suitcase Carry x 50 feet per arm
Kettlebell Swing x 15 reps
Broad Jump x 3 reps, reset between reps, and give maximal effort
Then…","Every 90 seconds, for 9 minutes (6 sets):
Halting Clean Deadlift + Clean + Jerk
(Perform a Clean Pull to mid-thigh with a 2-second pause, then lower the bar to the ground, pause for 1 second, then perform a Clean & Jerk)
*Sets 1-4 = 2 reps @ 65-70% of 1-RM Clean & Jerk
*Sets 5-6 = 1 rep @ 75-80% of 1-RM Clean & Jerk
Immediately followed by…
Every minute, on the minute, for 4 minutes (4 sets):
Clean & Jerk x 1 rep @ 80-85% of 1-RM Clean & Jerk","For time:
15 Ground to Overhead (135/95 lbs)
30 Toes to Bar
12 Ground to Overhead
24 Toes to Bar
9 Ground to Overhead
18 Toes to Bar"
2022-07-13,July,13,2022,Wednesday,https://www.crossfitinvictus.com/wod/July-13-2022-performance/,".
Two sets, perform the first set with nasal breathing only, of:
Row x 250 meters
Run x 200 meters
Followed by…
Two sets of:
Weighted Prayer Stretch
x 30-60 seconds
Prone Y’s, T’s, W’s
x 5 reps, one-second pause at top of each
Followed by…
Two sets of:
Waiter’s Carry x 50ft per arm
Curtsey Lunge with DB Goblet Squat Hold
x 8 reps per side
Then…","For time:
2000 Meter Row
20 Single-Arm DB Overhead Walking Lunges (55/35 lbs – 10 steps each side)
40 Box Step-Overs with Dumbbell (55/35 lbs to 20″ box)
80 Double-Unders
40 Box Step-Overs with Dumbbell (55/35 lbs to 20″ box)
20 Single-Arm DB Overhead Walking Lunges (55/35 lbs – 10 steps each side)
1600 Meter Run",
2022-07-14,July,14,2022,Thursday,https://www.crossfitinvictus.com/wod/July-14-2022-performance/,".
One set of:
“Banded Pushing Warm-up”
Pallof hold x 30 seconds per side
Banded Press x 10 reps high, 10 reps chest level, 10 reps towards the floor
Banded Tricep Extensions x 10 reps
Lat Press-Down x 10 reps
Followed by…
Two sets of:
Batwing Extensions
x 5 reps
Seated Banded Row
x 15-20 reps
Then…","Three sets of:
1-1-2 Dumbbell Bench Press
x 8-10 reps
immediately followed by…
Banded Overhead Triceps Extension x 30 reps
Rest 60-90 seconds
Landmine Row x 6 reps each arm @ 21X0
Rest 60-90 seconds","Complete as many rounds and reps as possible in 15 minutes of:
5 Strict Pull-Ups
10 Wall Ball Shots (20/14 lbs)
15 Push Presses (115/75 lbs)"
2022-07-15,July,15,2022,Friday,https://www.crossfitinvictus.com/wod/July-15-2022-performance/,".
One set of:
Run x 800m with nasal breathing only for first 400m
Followed by…
Two sets of:
Bodyweight Bulgarian Split Squat
x 10 reps + 10 second hold in bottom position per side
Deadbug x 30 seconds
Then…","Two sets of:
Perform 30 seconds on each side of the following movements…
*Station 1 – Banded Palloff Hold
*Station 2 – Banded Lateral Monster Walk
*Station 3 – Single-Leg Glute Bridge Hold
*Station 4 – Side Plank Hold
*Station 5 – Dynamic Bulgarian Split Squat Jumps
Move through this with as little rest between movements as possible. It should take between 12-15 minutes in total.","Four rounds for time of:
400 Meter Run
10 Deadlifts (275/185 lbs)
15 Toes to Bar"
2022-07-16,July,16,2022,Saturday,https://www.crossfitinvictus.com/wod/July-16-2022-performance/,".
One set of:
Row x 400m
Prone Plank x 40 seconds
Row x 300m
Dumbbell Side bend
x 30 per side
Row x 200m
Rower Pike-up
x 20 reps, please break these up into at least two sets to keep quality high
Then…","In teams of two, complete for time:
2000 Meter Row*
Athletes may only row while their partner holds two kettlebells in the double front-racked position. Teammates may switch from rowing to the static hold as frequently as they’d like, as long as no rowing occurs unless the partner is in a static hold.
When the running clock reaches 10:00…
In teams of two, complete for time:
800 Meter Run (together)
120 Alternating Single-Arm Dumbbell Snatches (50/35 lb DB)*
Athletes may only perform kettlebell swings while their partner holds a front-leaning rest position. Teammates may switch as frequently as they’d like.
When the running clock reaches 20:00…
In teams of two, complete for time:
800 Meter Run (together)
120 Push-Ups*
Athletes may only perform push-ups while their partner holds two kettlebells overhead. Teammates may switch as frequently as they’d like.",
2022-07-18,July,18,2022,Monday,https://www.crossfitinvictus.com/wod/July-18-2022-performance/,".
One set of:
Run x 400m
Followed by…
One set of:
“Barbell Back Squat Warm-Up”
Low-Loaded Horse Stance x 30 seconds
Low-Loaded Horse Stance Squats x 6 reps
Low-Loaded Cossack Squats x 6 reps per side
Side-Bends x 12 per side
Good Morning x 6 reps
Kang Squat x 6 reps
Back Squat x 6 reps
Followed by…
If working on the Performance track, also perform:
“Hunter’s Clean Warm-up”
One to two sets of:
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…","Every 2 minutes, for 16 minutes (8 sets) of:
Hang Clean + Jerk
Start around 65% of your 1-RM Clean & Jerk and build over the course of the 8 sets to something heavy for today.","Against a 3-minute running clock…
30/20 Calories of Assault Bike
Max Reps of Burpees to Target 6″ Above Standing Reach
Rest 3 minutes, and repeat for a total of three (3) sets."
2022-07-19,July,19,2022,Tuesday,https://www.crossfitinvictus.com/wod/July-19-2022-performance/,".
One set of:
Row x 300m @ 75% effort
Weighted Prayer Stretch
x 2 minutes
Row x 300m @ 80% effort
Supinated Passive Hang on Pull-up Bar x 60 seconds
Row x 300m @ 85% effort
Pike Handstand Push-up
x 10 reps
Followed by…
One set of:
Single-Arm Dumbbell Strict Press x 5 + 50 foot Waiter’s Carry, right side
Single-Arm Dumbbell Strict Press x 5 + 50 foot Waiter’s Carry, left side
Then…","Every 2 minutes and 30 seconds, for 15 minutes (6 sets) of:
Strict Press
Set 1 – 5 reps @ 75%
Set 2 – 3 reps @ 80%
Set 3 – 1 reps @ 85%
Set 4 – 3 reps @ 87%
Set 5 – 2 reps @ 90%
Set 6 – 1 rep @ 95%
Immediately followed by…
Every 2 minutes, for 4 minutes (2 sets) of:
Strict Press x 8 reps @ 80%","Complete as many rounds and reps as possible in 12 minutes of:
300/250 Meter Row
20 Single-Arm Dumbbell Push Presses (10 each; 55/35 lb DB)
10 Strict Pull-Ups"
2022-07-20,July,20,2022,Wednesday,https://www.crossfitinvictus.com/wod/July-20-2022-performance/,".
One set of:
“Assault Bike Gears Warm-up”
Assault Bike x 60 seconds nasal breathing only @70-75% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds, inhale in and out through mouth @ 90-95% effort
Assault Bike x 60 seconds, inhale through nose, exhale through mouth @ 80-85% effort
Assault Bike x 60 seconds nasal breathing only @70-75% effort
*The intention of this warm-up is to get moving, while learning to use your breathing to ramp-up and ramp-down your intensity
Followed by…
Two sets of:
Foam Roller Sprinter Hold
x 20 seconds per side
Calf Raises
x 20 reps
Tibialis Raises
x 20 reps
Then…","For time:
800 Meter Run
40/30 Calories of Assault Bike
40 Double Kettlebell Deadlifts (24/16 kg KBs)
40 Walking Lunges with Farmer’s Carry (24/16 kg KBs)
40 Double Kettlebell Deadlifts (24/16 kg KBs)
40/30 Calories of Assault Bike
800 Meter Run",
2022-07-21,July,21,2022,Thursday,https://www.crossfitinvictus.com/wod/July-21-2022-performance/,".
One set of:
Jump Rope x 2 minutes (no double-unders)
Followed by…
Two sets of:
Kettlebell Suitcase Carry x 50ft per side
Kettlebell Mountain Climber
x 30 seconds
Followed by…
Two sets of:
Active Arch Hang
x 5 reps, @ 2112 tempo
Kettlebell, Partial-Range Push-up
x 12-20 reps
Then…","Three rounds for time:
1000 Meter Row
80 Double-Unders
60-Meter Farmer’s Carry (32/24 kg KBs)
40 Push-Ups
20 Chest-to-Bar Pull-Ups
Time Cap = 40:00",
2022-07-22,July,22,2022,Friday,https://www.crossfitinvictus.com/wod/July-22-2022-performance/,".
Two sets of:
Wall Sit x 30 seconds
Pike Pulse
x 20 reps
Long Lunge Press-up
x 10 reps per side
Followed by…
One set of:
“Weight Plate Squat Warm-Up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3 reps
Front Foot Elevated Split Split Squats x 6 reps per side
Plate Elevated Cossack Squats x 6 reps per side
Tempo Plate Squats x 6 reps @ 31X1
Then…","Every 2 minutes, for 10 minutes (5 sets):
Back Squat
*Set 1: 6 reps @ 75% of 1-RM Back Squat
*Sets 2-4: 3 reps @ 85%
*Set 5: 6 reps @ 75%","Complete as many rounds and reps as possible in 15 minutes of:
15 Wall Ball Shots (20/14 lbs)
10 Toes to Bar
5 Burpee Box Jump-Overs (24″/20″)"
2022-07-23,July,23,2022,Saturday,https://www.crossfitinvictus.com/wod/July-23-2022-performance/,".
One set of:
Assault Bike x 3 minutes, nasal breathing only
Followed by…
Two sets of:
Broad Jump x 5 reps
Barbell Romanian Deadlift x 10 reps
Barbell Supinated Grip Bent-Over-Row x 15 reps
Then…","In teams of four, complete five sets for max reps/calories of:
60 seconds of Assault Bike or Bike Erg (for calories)
60 seconds of Box Jump-Overs (30″/24″)
60 seconds of Hang Power Snatches (95/65 lbs)
60 seconds of Dumbbell Renegade Rows
(1 rep = push-up, row left, row right)
Rest 60 seconds
Teams get one bike, one box, one barbell, and one set of dumbbells. Team members rotate through the four work stations at 60 second intervals and all members rest at the same time. Post total score (calories biked and reps completed).",
2022-07-25,July,25,2022,Monday,https://www.crossfitinvictus.com/wod/July-25-2022-performance/,".
One set of:
Run x 400m, nasal breathing only
Followed by…
Two sets of:
Prone Pass Through
L-Seated Single Arm Dumbbell Press
x 8 reps per side
Then…","Every 3 minutes, for 15 minutes (5 sets):
Strict Shoulder Press x 1 rep
Suggested loads per set (by %): 80, 85, 90, 95, 95+
Once you have found your 1-RM, perform the following:
Every 3 minutes, for 6 minutes (2 sets):
Push Press x Max Reps @ 80-85% of today’s 1-RM","“Helen”
Three rounds for time of:
400 Meter Run
21 Kettlebell Swings (24/16 kg)
12 Pull-Ups
Compare results to February 18, 2022."
2022-07-26,July,26,2022,Tuesday,https://www.crossfitinvictus.com/wod/July-26-2022-performance/,".
One set of:
“General Rowing Warm-Up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
One set of:
“Barbell Squat Warm-Up”
Low-Loaded Horse Stance x 30 seconds
Low-Loaded Horse Stance Squats x 6 reps
Low-Loaded Cossack Squats x 6 reps per side
Side-Bends x 12 per side
Good Morning x 6 reps
Kang Squat x 6 reps
Back Squat x 6 reps
Then…","Six sets of:
Pause Front Squat @ 24X1 + Front Squat
Rest 2 minutes
Perform a controlled two-second descent, then hold at the bottom for four seconds before quickly driving up to the top, then breathe, brace and perform a front squat with no tempo restrictions. Build over the course of the six sets to your heaviest set possible within the tempo guidelines.","For time:
50 Calories of Rowing
100 Wall Ball Shots (20/14 lbs)"
2022-07-27,July,27,2022,Wednesday,https://www.crossfitinvictus.com/wod/July-27-2022-performance/,".
One set of:
Assault Bike x 2 mins @ 70% Effort
Prone PVC Pass-Through
x 10
Assault Bike x 90 sec @ 80% Effort
Slider Seal Walk
x 25 feet forwards, 25 feet backward
Assault Bike x 30 sec @ 90% Effort
Wall Walk x 3 reps
Then…","Every 2 minutes, for 12 minutes (6 sets):
Strict Press
*Set 1 – 5 reps @ 70%
*Set 2 – 3 reps @ 75%
*Sets 3-4 – 2 reps @ 80-83%
*Sets 5-6 – 2 reps @ 85-88%","Partners alternate whole rounds to complete as many rounds and reps as possible in 16 minutes of:
15/10 Calories of Assault Bike
10 Box Jump-Overs (30″/24″)
5 Strict Handstand Push-Ups"
2022-07-28,July,28,2022,Thursday,https://www.crossfitinvictus.com/wod/July-28-2022-performance/,".
Two sets of:
Kettlebell Suitcase Carry x 50 feet per arm
Broad Jump x 5 reps
Followed by…
“Hunter’s Clean Warm-Up”
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…","Every 2 minutes, for 16 minutes (8 sets) of:
Clean from 2″ Below the Knee + Jerk
(pause for 2 seconds at 2″ below the knee, and clean from the position, followed by a jerk)
Start around 60-65% of your 1-RM Clean & Jerk and build over the course of the 8 sets to something heavy for today.","Complete as many rounds and reps as possible in 12 minutes of:
40 Double-Unders
20/15 Calories of Assault Bike
10 Toes to Bar"
2022-07-29,July,29,2022,Friday,https://www.crossfitinvictus.com/wod/July-29-2022-performance/,".
Two sets of:
Assault Bike x 90 seconds at moderate pace
Farmer’s Carry x 100ft
Followed by…
Two sets of:
Curtsey Lunge with Kettlebell Goblet Hold
x 12 reps (6 per side)
Kettlebell Sumo Deadlift x 12-20 reps
Then…","“The Running Dead”
For time:
1600 Meter Run
50 Deadlifts (225/155 lbs)
50 Calories of Assault Bike
50 Dumbbell Box Step-Overs (55/35 lb DBs)
1600 Meter Run
Compare results to February 11, 2022.
Please note that this is a tester workout for our aspiring competitive athletes. If you are uncomfortable with any of these movements or loads, please substitute or replace them. For example, if you are uncomfortable with a barbell deadlift, consider a Double Kettlebell Sumo Deadlift, or 100 Russian Kettlebell Swings",
2022-07-30,July,30,2022,Saturday,https://www.crossfitinvictus.com/wod/July-30-2022-performance/,".
One set of:
Run x 800m, nasal breathing only
Supinated Passive Hang-on Pull-up Bar x 30 seconds
Supine Table Hold
x 30-60 seconds
Followed by…
Two sets of:
Scapular Pull-up x 10 reps
Dumbbell Waiter’s Carry x 50 feet per arm
Dumbbell Goblet Squat x 10 reps
Then…","“Bulldog”
In teams of two, alternating full rounds, complete as many rounds and reps as possible in 40 minutes of:
4 Strict Pull-Ups
8 Push Presses (135/95 lbs)
12 Front Squats (135/95 lbs)
*Every 6 rounds (3 per teammate), teams must run 400 meters together – with both back in before starting the triplet.",
